"","Name","Country","Region","Winery","Rating","NumberOfRatings","Price","wine_type","Year1"
"5725","Côtes du Rhône 2016","France","Côtes-du-Rhône","Xavier Vignon",3.6,514,10.9,"tinto","2016"
"5726","Opi Montepulciano d'Abruzzo Colline Teramane Riserva 2008","Italy","Montepulciano d'Abruzzo Colline Teramane","Farnese",4.1,514,21.9,"tinto","2008"
"5727","Taberner Tierra de Cádiz 2011","Spain","Cádiz","Huerta de Albala",4.2,514,76.53,"tinto","2011"
"5728","Shiraz 2018","Australia","South Eastern Australia","Banrock Station",3.9,514,7.19,"tinto","2018"
"5729","Rancia Chianti Classico Riserva 2015","Italy","Chianti Classico","Fèlsina",4.1,514,53.13,"tinto","2015"
"5730","Châteauneuf-du-Pape 2013","France","Châteauneuf-du-Pape","Clos des Papes (Paul Avril)",4.3,515,86.76,"tinto","2013"
"5731","Petit Clos Pinot Noir 2016","New Zealand","Marlborough","Clos Henri Vineyard",3.6,515,13.7,"tinto","2016"
"5732","Saint-Estèphe 2014","France","Saint-Estèphe","Château de Pez",4,515,37.9,"tinto","2014"
"5733","Estate Vineyards Syrah (Shiraz) 2016","South Africa","Stellenbosch","Rust En Vrede",4.2,515,27.79,"tinto","2016"
"5734","Carmenère 2018","Chile","Central Valley","Frontera",3.5,516,5.65,"tinto","2018"
"5735","Fico Grande Romagna Sangiovese 2017","Italy","Romagna","Poderi dal Nespoli",3.6,516,7.85,"tinto","2017"
"5736","Blaufränkisch 2015","Austria","Neusiedlersee","Heinrich",3.7,517,12,"tinto","2015"
"5737","Margaux (Grand Cru Classé) 2005","France","Margaux","Château Boyd-Cantenac",4.2,517,75.95,"tinto","2005"
"5738","Primitivo di Manduria 2018","Italy","Primitivo di Manduria","Epicuro",3.9,517,8.5,"tinto","2018"
"5739","Pauillac (Grand Cru Classé) 2014","France","Pauillac","Château Clerc Milon",4,518,89,"tinto","2014"
"5740","Triton Tinta de Toro 2014","Spain","Toro","Tridente",3.7,518,16.95,"tinto","2014"
"5741","Rosso di Montalcino 2014","Italy","Rosso di Montalcino","Fanti",3.6,518,11.54,"tinto","2014"
"5742","Primitivo di Manduria 2017","Italy","Primitivo di Manduria","Conte di Campiano",4,519,7.8,"tinto","2017"
"5743","Rouge (Estate Reserve) 2003","South Africa","Stellenbosch","Morgenster Estate",4.3,519,38.94,"tinto","2003"
"5744","Grand Vin Cahors 2012","France","Cahors","Château de Chambert",3.9,52,31.1,"tinto","2012"
"5745","Pian di Rémole Rosso 2018","Italy","Toscana","Frescobaldi",3.2,52,6.72,"tinto","2018"
"5746","Occhetti Nebbiolo d'Alba 2017","Italy","Nebbiolo d'Alba","Prunotto",3.6,52,22.99,"tinto","2017"
"5747","Rioja Gran Reserva Magister Bibendi 2007","Spain","Rioja","Navarrsotillo",4.1,52,18.15,"tinto","2007"
"5748","Grand Classique Red Blend 2016","South Africa","Paarl","Glen Carlou",3.8,52,16.9,"tinto","2016"
"5749","Cabernet Sauvignon - Merlot 2016","South Africa","Stellenbosch","Neethlingshof Estate",3.8,52,9.26,"tinto","2016"
"5750","Berger Baron Bordeaux 2018","France","Bordeaux","Baron Philippe de Rothschild",3.2,52,8.72,"tinto","2018"
"5751","Châteauneuf-du-Pape Rouge 2015","France","Châteauneuf-du-Pape","Les Halos de Jupiter",4.1,52,36.56,"tinto","2015"
"5752","Gran Reserva 2012","Spain","Valdepeñas","Señorío de Grevol",3.2,52,8.75,"tinto","2012"
"5753","La Chapelle de Bages Pauillac 2013","France","Pauillac","Château Haut-Bages Libéral",4,52,27.55,"tinto","2013"
"5754","La Brulade Bandol 2015","France","Bandol","Domaine de la Bégude",4.1,52,52.9,"tinto","2015"
"5755","Médoc 2015","France","Médoc","Château Lousteauneuf",3.4,52,19.8,"tinto","2015"
"5756","Syrah Gimblett Gravels Vineyard 2017","New Zealand","Gimblett Gravels","Craggy Range",4.1,52,34.73,"tinto","2017"
"5757","Lohsa Morellino di Scansano 2018","Italy","Morellino di Scansano","Poliziano",3.6,52,13,"tinto","2018"
"5758","Garnacha - Monastrell 2017","Spain","Valencia","Los Frailes",3.7,52,7.55,"tinto","2017"
"5759","Primo Sangiovese - Merlot 2018","Italy","Daunia","Farnese",3.5,52,4.28,"tinto","2018"
"5760","Red 2013","Australia","South Australia","Simply Sunshine",3.6,52,8.7,"tinto","2013"
"5761","Mervisano Barbera d'Alba 2013","Italy","Barbera d'Alba","Orlando Abrigo",3.9,52,20.75,"tinto","2013"
"5762","Mathilde Saint-Emilion Grand Cru 2015","France","Saint-Émilion Grand Cru","Château La Fleur Morange",3.8,52,26.95,"tinto","2015"
"5763","Fetească Neagră 2018","Romania","Transylvania","Liliac",3.8,52,15,"tinto","2018"
"5764","Urschrei 2014","Germany","Rheinhessen","Lorenz",3.3,52,7.7,"tinto","2014"
"5765","Reserve Merlot 2016","South Africa","Walker Bay","Creation",4,52,36,"tinto","2016"
"5766","Schlatter Maltesergarten Spätburgunder 2016","Germany","Baden","Martin Waßmer",4.1,52,20.53,"tinto","2016"
"5767","Garnacha 2018","Spain","Cariñena","Aldeya",3.7,52,7.36,"tinto","2018"
"5768","La Roque 2017","France","Cahors","Mas del Périé - Fabien Jouves",3.7,52,14.9,"tinto","2017"
"5769","Barda Pinot Noir 2019","Argentina","Patagonia","Chacra",3.7,52,21.35,"tinto","2019"
"5770","Clos Badon Thunevin Saint-Émilion Grand Cru 2016","France","Saint-Émilion Grand Cru","Thunevin",4.1,52,42.89,"tinto","2016"
"5771","Listrac-Médoc 2017","France","Listrac-Médoc","Château Fonréaud",3.8,52,25.02,"tinto","2017"
"5772","Crozes-Hermitage Domaine de Thalabert 2013","France","Crozes-Hermitage","Paul Jaboulet Aîné",4,520,35.95,"tinto","2013"
"5773","Contador de Estórias 2017","Portugal","Península de Setúbal","Manz",3.7,520,10.9,"tinto","2017"
"5774","Gaia Red Blend 2018","Argentina","Tupungato","Domaine Bousquet",3.9,520,12.05,"tinto","2018"
"5775","Haut-Médoc (Grand Cru Classé) 2005","France","Haut-Médoc","Château Belgrave",4.1,520,54.95,"tinto","2005"
"5776","Bolgheri 2016","Italy","Bolgheri","Tenuta le Colonne",3.8,520,15.98,"tinto","2016"
"5777","Merlot de Purcari 2017","Moldova","South Eastern","Château Purcari",4,521,12.98,"tinto","2017"
"5778","Vendimia 2016","Spain","Ribera del Duero","Tresmano - Tr3smano",4.3,521,45,"tinto","2016"
"5779","Spätburgunder 'B' 2012","Germany","Pfalz","Friedrich Becker",3.6,521,19.45,"tinto","2012"
"5780","Cabernet Sauvignon 2016","United States","Napa Valley","Black Stallion",4.2,5217,31.57,"tinto","2016"
"5781","Margaux (Grand Cru Classé) 2015","France","Margaux","Château Prieuré-Lichine",4.2,522,53,"tinto","2015"
"5782","Côte-Rôtie Brune & Blonde de Guigal 2016","France","Côte-Rôtie","E. Guigal",4.2,522,38.89,"tinto","2016"
"5783","Tinta Barocca 2016","South Africa","Swartland","Allesverloren",3.7,524,14.29,"tinto","2016"
"5784","Elos Cabernet Sauvignon - Malbec 2011","Brazil","Encruzilhada do Sul","Lidio Carraro",3.7,524,29.19,"tinto","2011"
"5785","El Héroe Garnacha Viñas Viejas 2016","Spain","Aragón","Baltasar Gracián",3.8,524,9.65,"tinto","2016"
"5786","Burdese 2010","Italy","Menfi","Planeta",3.9,524,20.96,"tinto","2010"
"5787","Pomerol 2012","France","Pomerol","Château Plince",4.1,525,33.9,"tinto","2012"
"5788","Private Bin Pinot Noir 2018","New Zealand","Marlborough","Villa Maria",3.5,525,15.59,"tinto","2018"
"5789","Frescaripa Bardolino Classico 2018","Italy","Bardolino Classico","Masi",3.5,525,9.21,"tinto","2018"
"5790","Narassa 2017","France","Côtes du Roussillon Villages","Domaine Lafage",4,525,12.46,"tinto","2017"
"5791","Ca' de' Rocchi Valpolicella Ripasso Superiore Monterè 2017","Italy","Valpolicella Ripasso","Tinazzi",4.2,526,15.95,"tinto","2017"
"5792","Cosimo Varvaglione Collezione Privata Primitivo di Manduria 2015","Italy","Primitivo di Manduria","Varvaglione",4.5,526,21.9,"tinto","2015"
"5793","Signature Cabernet Sauvignon 2018","South Africa","Stellenbosch","Spier",3.3,526,6.5,"tinto","2018"
"5794","Bolgheri Superiore Sondraia 2016","Italy","Bolgheri Superiore","Poggio Al Tesoro",4.4,526,41.92,"tinto","2016"
"5795","Beef & Liberty Shiraz 2017","Australia","Limestone Coast","The Beefsteak Club",3.5,526,9.9,"tinto","2017"
"5796","Portillo Malbec 2016","Argentina","Tunuyán","Salentein",3.4,5267,7.99,"tinto","2016"
"5797","Monastrell By El Sequé 2016","Spain","Alicante","El Sequé",3.8,527,24.5,"tinto","2016"
"5798","56 Hundred Cabernet Sauvignon 2018","South Africa","Coastal Region","Nederburg",3.7,528,6.31,"tinto","2018"
"5799","Tempranillo 2014","Spain","Rioja","Rolland & Galarreta 'R&G'",3.8,528,14.13,"tinto","2014"
"5800","Rioja Crianza Tempranillo - Garnacha 2016","Spain","Rioja","Castillo Clavijo",3.8,528,8.21,"tinto","2016"
"5801","Saint-Estèphe 2015","France","Saint-Estèphe","Château Haut-Beauséjour",4,528,24.9,"tinto","2015"
"5802","Amarone della Valpolicella Classico 2015","Italy","Amarone della Valpolicella Classico","Tommasi",4.3,5288,35.9,"tinto","2015"
"5803","Grand Marrenon Rouge 2017","France","Luberon","Marrenon",3.9,529,10.95,"tinto","2017"
"5804","Seleção do Ano Tinto 2018","Portugal","Alentejano","Monte da Ravasqueira",3.9,529,8.41,"tinto","2018"
"5805","Chianti Classico 2016","Italy","Chianti Classico","Castello di Monsanto",3.8,529,12.62,"tinto","2016"
"5806","Tortoniano Barolo 2014","Italy","Barolo","Michele Chiarlo",3.9,529,37.04,"tinto","2014"
"5807","Lagrein Südtirol 2017","Italy","Südtirol - Alto Adige","Muri-Gries",3.8,529,12.12,"tinto","2017"
"5808","Haut Roc Blanquant Saint-Émilion Grand Cru 2015","France","Saint-Émilion Grand Cru","Château Belair-Monange",3.8,53,41.43,"tinto","2015"
"5809","Roncomoro Merlot 2016","Italy","Friuli Grave","Pradio",3.8,53,10.51,"tinto","2016"
"5810","Château Les Cruzelles Lalande-de-Pomerol 2010","France","Lalande-de-Pomerol","Denis Durantou",4,53,39.95,"tinto","2010"
"5811","Crianza 2015","Spain","Rioja","Bodegas Casa Primicia",3.7,53,10.51,"tinto","2015"
"5812","Terre Pourpre Visan 2017","France","Côtes-du-Rhône-Villages 'Visan'","Domaine La Florane",4,53,15.5,"tinto","2017"
"5813","Gigondas Le Claux 2016","France","Gigondas","Château de Saint Cosme",4.1,53,85.9,"tinto","2016"
"5814","Shamàn Montepulciano d'Abruzzo Riserva 2013","Italy","Montepulciano d'Abruzzo","Rosarubra",4.4,53,39.5,"tinto","2013"
"5815","1838 2016","Germany","Pfalz","Bergdolt-Reif & Nett",3.3,53,7.6,"tinto","2016"
"5816","Montepulciano d'Abruzzo 2017","Italy","Montepulciano d'Abruzzo","Farnese",3.6,53,6.5,"tinto","2017"
"5817","Cabernet Sauvignon 2013","Austria","Burgenland","Kollwentz",4.1,53,58,"tinto","2013"
"5818","Vigin Nebbiolo d'Alba 2000","Italy","Nebbiolo d'Alba","Casetta",3.8,53,27.5,"tinto","2000"
"5819","Barolo 2015","Italy","Barolo","Brovia",4,53,48.4,"tinto","2015"
"5820","Améthyste 2016","France","Vins des Allobroges","Domaine des Ardoisieres",3.9,53,72.13,"tinto","2016"
"5821","Ad Hoc Primitivo di Manduria 2018","Italy","Primitivo di Manduria","Tenuta Giustini",4.3,53,14.5,"tinto","2018"
"5822","Syrah Toscana Collezione Privata 2015","Italy","Toscana","Isole e Olena",4.3,53,41.61,"tinto","2015"
"5823","Reserva Alentejano Tinto 2015","Portugal","Alentejano","Monte Cascas",3.9,53,15.5,"tinto","2015"
"5824","Summo Laco Rosso 2016","Italy","Vigneti delle Dolomiti","Madonna delle Vittorie",3.7,53,17.54,"tinto","2016"
"5825","Merlot 2017","South Africa","Paarl","Niel Joubert",3.5,53,5.74,"tinto","2017"
"5826","Imprint of Mark Shannon Primitivo Appassito 2017","Italy","Puglia","A Mano",3.6,53,10.9,"tinto","2017"
"5827","Passo Lungo Primitivo Tardivo 2018","Italy","Puglia","San Donaci",3.9,53,7.9,"tinto","2018"
"5828","I Mori Gaglioppo - Cabernet 2016","Italy","Calabria","Ippolito 1845",3.6,53,12,"tinto","2016"
"5829","Turtur 2017","Germany","Pfalz","Schneider",3.9,53,13.84,"tinto","2017"
"5830","Lagrein (Selezione) 2019","Italy","Südtirol - Alto Adige","Elena Walch",3.7,53,13.85,"tinto","2019"
"5831","Spätburgunder S 2017","Germany","Ahr","Meyer - Näkel",4,53,29.9,"tinto","2017"
"5832","57 Gran Reserva 2012","Spain","Rioja","Campillo",4.1,53,38.79,"tinto","2012"
"5833","Lignum Penedès 2010","Spain","Penedès","Albet i Noya",3.6,53,9.21,"tinto","2010"
"5834","The King's Wrath Pinot Noir 2016","New Zealand","Marlborough","The Kings Series",3.8,53,47.4,"tinto","2016"
"5835","Merlot - Shiraz 2018","South Africa","Citrusdal Mountain","Cederberg",3.9,53,13.15,"tinto","2018"
"5836","Reserva Rioja Tempranillo 2012","Spain","Rioja","Baigorri",3.8,53,20.36,"tinto","2012"
"5837","Zweigelt Föllikberg 2016","Austria","Burgenland","Kollwentz",3.7,53,20.43,"tinto","2016"
"5838","Modello delle Venezie Rosso 2018","Italy","delle Venezie","Masi",3.4,53,6.2,"tinto","2018"
"5839","Tributo 2017","Portugal","Almeirim","Rui Reguinga",4.1,53,23.95,"tinto","2017"
"5840","El Puntido Gran Reserva 2006","Spain","Rioja","Viñedos de Páganos",4.3,530,39.95,"tinto","2006"
"5841","Reserva Carmenère 2017","Chile","Colchagua Valley","Caliterra",3.6,531,6.53,"tinto","2017"
"5842","Teroldego Rotaliano Superiore Riserva 2012","Italy","Teroldego Rotaliano","Lidl",3.3,531,13.6,"tinto","2012"
"5843","Ventoux 2018","France","Ventoux","Delas",3.7,531,7.22,"tinto","2018"
"5844","Saint-Joseph 2016","France","Saint-Joseph","E. Guigal",3.8,531,23.9,"tinto","2016"
"5845","Killerman's Run Shiraz 2014","Australia","Clare Valley","Kilikanoon",3.8,531,20.75,"tinto","2014"
"5846","Le Loup dans la Bergerie 2018","France","Saint-Guilhem-le-Desert","Domaine de l'Hortus",3.7,532,6.75,"tinto","2018"
"5847","Grande Réserve 2014","Argentina","Uco Valley","DiamAndes",4.2,532,29.95,"tinto","2014"
"5848","Esteva Douro 2018","Portugal","Douro","Casa Ferreirinha",3.8,5324,8.49,"tinto","2018"
"5849","Hereford Malbec 2019","Argentina","Mendoza","Bodegas la Rosa",3.2,533,5.46,"tinto","2019"
"5850","Héritage 2017","France","Bordeaux","Mouton Cadet",3.6,533,14.73,"tinto","2017"
"5851","Sito dell'Ulmo Merlot 2012","Italy","Menfi","Planeta",3.8,533,27.3,"tinto","2012"
"5852","Gigondas 2015","France","Gigondas","Domaine des Bosquets",4,534,20.95,"tinto","2015"
"5853","Altitud Malbec 2016","Argentina","Tupungato","Andeluna",3.8,534,13.26,"tinto","2016"
"5854","Haut-Médoc (Grand Cru Classé) 2005","France","Haut-Médoc","Château La Tour Carnet",4.1,534,49.95,"tinto","2005"
"5855","Valpolicella Superiore 2017","Italy","Valpolicella","Allegrini",3.6,534,12.4,"tinto","2017"
"5856","Riserva Ducale Chianti Classico 2015","Italy","Chianti Classico","Ruffino",3.9,5342,19.31,"tinto","2015"
"5857","Cabernet Sauvignon 2017","Argentina","Mendoza","Pascual Toso",3.5,535,10.01,"tinto","2017"
"5858","Reserva Tinto 2011","Portugal","Alentejano","Cortes de Cima",4.2,535,52,"tinto","2011"
"5859","Ángeles de Amaren Tempranillo - Graciano 2013","Spain","Rioja","Bodegas Amaren",4.1,535,18.9,"tinto","2013"
"5860","Paso a Paso Tempranillo 2017","Spain","Castilla","Volver",3.6,535,13.01,"tinto","2017"
"5861","Pessac-Léognan 2010","France","Pessac-Léognan","Château Haut-Bergey",4.1,535,31.95,"tinto","2010"
"5862","Le Origini Amarone della Valpolicella Classico Riserva 2013","Italy","Amarone della Valpolicella Classico","Bolla",4.1,536,49.95,"tinto","2013"
"5863","Reserva 2016","Spain","Rioja","Muga",4.1,537,17.3,"tinto","2016"
"5864","Gran Vos Reserva Somontano 2011","Spain","Somontano","Viñas del Vero",3.9,537,17.99,"tinto","2011"
"5865","Cannonau di Sardegna 2018","Italy","Cannonau di Sardegna","Sella & Mosca",3.4,538,6.2,"tinto","2018"
"5866","Nero d'Avola 2018","Italy","Terre Siciliane","Zabu",3.7,538,4.9,"tinto","2018"
"5867","Fausto Merlot 2015","Brazil","Serra Gaúcha","Pizzato",3.5,538,11.45,"tinto","2015"
"5868","Cinco Elementos 2018","Spain","Ribera del Duero","La Cepa Alta",3.8,538,9.65,"tinto","2018"
"5869","Clos de Los Siete (by Michel Rolland) 2016","Argentina","Mendoza","Clos de los Siete",3.9,5383,16.27,"tinto","2016"
"5870","Haut-Médoc 2016","France","Haut-Médoc","Château Sénéjac",3.9,539,17.95,"tinto","2016"
"5871","Malbec 2018","Argentina","Lujan de Cuyo","Sottano",3.7,539,9.7,"tinto","2018"
"5872","Malbec 2018","Argentina","Mendoza","Tinto Negro (TintoNegro)",3.5,539,9.99,"tinto","2018"
"5873","Ventoux 2017","France","Ventoux","Martinelle",3.9,54,11.9,"tinto","2017"
"5874","Coteaux Du Languedoc La Clape L'Hospitalitas 2017","France","La Clape","Gérard Bertrand",4.4,54,65.17,"tinto","2017"
"5875","Vieilles Vignes Chinon 2011","France","Chinon","Domaine Gouron",3.6,54,16.7,"tinto","2011"
"5876","Reserva 2014","Spain","Rioja","Bodegas Castillo de Sajazarra",3.7,54,21.9,"tinto","2014"
"5877","Vitus Spätburgunder 2015","Germany","Baden","Heger",3.8,54,15.94,"tinto","2015"
"5878","Viña Alameda 2014","Spain","La Mancha","El Vínculo",3.6,54,12.48,"tinto","2014"
"5879","Vosne-Romanée 2016","France","Vosne-Romanée","Joseph Drouhin",4.3,54,66.2,"tinto","2016"
"5880","Grenache - Shiraz - Mourvedre Postmaster 2016","Australia","McLaren Vale","Fox Creek",3.7,54,17.9,"tinto","2016"
"5881","Burgum Novum Pinot Nero Riserva 2016","Italy","Südtirol - Alto Adige","Castelfeder",4,54,29.9,"tinto","2016"
"5882","Selección 2016","Spain","Méntrida","Arrayán",3.7,54,9.9,"tinto","2016"
"5883","Pauillac (Grand Cru Classé) 2017","France","Pauillac","Château Pedesclaux",3.8,54,47.77,"tinto","2017"
"5884","SMV (Shiraz - Mourvedre - Viognier) 2014","South Africa","Cape Agulhas","Lomond",4,54,12.9,"tinto","2014"
"5885","Sainte Épine Saint Joseph Rouge 2016","France","Saint-Joseph","Domaine Michelas St Jemms",3.9,54,19.9,"tinto","2016"
"5886","Batasarro Lamezia Riserva 2013","Italy","Calabria","Statti",4,54,23.79,"tinto","2013"
"5887","Reserva Varietales 2014","Spain","Uclés","Finca La Estacada",3.6,54,13.15,"tinto","2014"
"5888","Tinto 2017","Spain","Binissalem-Mallorca","Tianna Negre",4.3,54,36.99,"tinto","2017"
"5889","Goldberg 2018","Austria","Burgenland","Werner Achs",4.1,54,10.65,"tinto","2018"
"5890","Heideboden Zweigelt 2018","Austria","Neusiedlersee","Pittnauer",3.7,54,8.8,"tinto","2018"
"5891","La Luna 2018","France","Côte Vermeille","Bruno Duchêne",3.8,54,20.67,"tinto","2018"
"5892","Savigny-lès-Beaune Clos Des Godeaux 2017","France","Savigny-lès-Beaune","Joseph Drouhin",3.9,54,35.9,"tinto","2017"
"5893","Merlot 2016","Italy","Südtirol - Alto Adige","Alois Lageder",3.6,54,11.9,"tinto","2016"
"5894","Nero d'Avola 2018","Italy","Terre Siciliane","Corte dei Mori",3.9,54,6.75,"tinto","2018"
"5895","Les Crus Terrasses du Larzac 2017","France","Terrasses du Larzac","Calmel & Joseph",3.8,54,12.62,"tinto","2017"
"5896","Gaudium 2015","Spain","Rioja","Marqués de Cáceres",4.5,54,48.95,"tinto","2015"
"5897","Spätburgunder 2018","Germany","Rheinhessen","Bianka and Daniel Schmitt",3.9,54,13.9,"tinto","2018"
"5898","Terre dei Vestini Montepulciano d'Abruzzo 2015","Italy","Montepulciano d'Abruzzo","Col del Mondo",3.8,54,11.4,"tinto","2015"
"5899","Matura Trocken 2016","Germany","Pfalz","Studier",3.6,54,8.68,"tinto","2016"
"5900","Cuatro Tierras 2017","Spain","Navarra","Bodegas Piedemonte",3.8,54,8.31,"tinto","2017"
"5901","Pinotage 2016","South Africa","Stellenbosch","Neil Ellis",3.9,54,26.99,"tinto","2016"
"5902","Lagrein Riserva Furggl 2016","Italy","Trentino-Alto Adige","Peter Zemmer",3.9,54,19.4,"tinto","2016"
"5903","Pla de la Creu Negre 2016","Spain","Catalunya","Rosell Mir",3.4,54,5.95,"tinto","2016"
"5904","Ardoise Pinot Noix 2011","Germany","Mosel","Pinot Noix",4.2,54,89.95,"tinto","2011"
"5905","Cremosina Barbera d'Asti Superiore 2016","Italy","Barbera d'Asti","Bersano",3.8,54,19.47,"tinto","2016"
"5906","Saint-Émilion Grand Cru 2016","France","Saint-Émilion Grand Cru","Château Martinet",4,54,17.9,"tinto","2016"
"5907","Pom N Roll Pomerol 2016","France","Pomerol","Château Gombaude-Guillot",3.7,54,57.89,"tinto","2016"
"5908","Médoc 2016","France","Médoc","Château d'Escurac",3.7,54,16.5,"tinto","2016"
"5909","Bordeaux Supérieur 2005","France","Bordeaux Supérieur","Château de Reignac",3.9,54,37.95,"tinto","2005"
"5910","Zweigelt Domaene Gobelsburg 2018","Austria","Niederösterreich","Schloss Gobelsburg",3.7,54,8.29,"tinto","2018"
"5911","Ruby Blend 2015","South Africa","Western Cape","Peter Falke",4,54,17.9,"tinto","2015"
"5912","Mencía Crianza 2011","Spain","Bierzo","Armas de Guerra",3.6,54,9.95,"tinto","2011"
"5913","La Basseta 2014","Spain","Priorat","Bodegas Mas Alta",4.2,54,57.51,"tinto","2014"
